name,club,age,position,position_cat,market_value,page_views,fpl_value,fpl_sel,fpl_points,region,nationality,new_foreign,age_cat,club_id,big_club,new_signing,region_name
Kevin Wimmer,Tottenham,24,CB,3,7.0,355,4.5,0,2,2.0,Austria,0,2,17,1,0,Europe
Ã‰tienne Capoue,Watford,29,DM,2,9.0,412,5.5,8,131,2.0,France,0,4,18,0,0,Europe
Troy Deeney,Watford,29,CF,1,11.0,1141,6.5,3,130,1.0,England,0,4,18,0,0,England
Heurelho Gomes,Watford,36,GK,4,1.0,439,4.5,2,113,3.0,Brazil,0,6,18,0,0,America
Jose Holebas,Watford,33,LB,3,2.0,345,5.0,0,87,2.0,Greece,0,5,18,0,0,Europe
Miguel Britos,Watford,32,CB,3,3.5,131,4.5,0,71,3.0,Uruguay,0,5,18,0,0,America
Sebastian Prodl,Watford,30,CB,3,4.0,169,4.5,0,67,2.0,Austria,0,4,18,0,0,Europe
Nordin Amrabat,Watford,30,LW,1,4.5,295,5.0,0,65,4.0,Morocco,0,4,18,0,0,Other
YounÃ¨s Kaboul,Watford,31,CB,3,2.5,263,4.5,0,57,2.0,France,0,4,18,0,1,Europe
Tom Cleverley,Watford,27,CM,2,8.0,703,5.0,0,55,1.0,England,0,3,18,0,0,England
Daryl Janmaat,Watford,27,RB,3,7.0,242,5.0,0,50,2.0,Netherlands,0,3,18,0,1,Europe
Valon Behrami,Watford,32,DM,2,2.5,237,4.5,0,48,2.0,Switzerland,0,5,18,0,0,Europe
Roberto Pereyra,Watford,26,AM,1,15.0,398,6.0,0,43,3.0,Argentina,0,3,18,0,1,America
Stefano Okaka,Watford,27,CF,1,6.0,708,5.5,0,43,2.0,Italy,0,3,18,0,1,Europe
Abdoulaye Doucoure,Watford,24,CM,2,6.0,124,5.0,0,38,2.0,France,0,2,18,0,0,Europe
Kabasele,Watford,26,CB,3,5.5,177,4.5,0,35,2.0,Belgium,0,3,18,0,1,Europe
Craig Cathcart,Watford,28,CB,3,4.0,128,4.5,0,31,2.0,Northern Ireland,0,4,18,0,0,Europe
Isaac Success,Watford,21,LW,1,4.0,474,5.5,0,28,4.0,Nigeria,0,1,18,0,1,Other
Adrian Mariappa,Watford,30,CB,3,1.0,201,4.0,5,15,3.0,Jamaica,0,4,18,0,1,America
Nathaniel Chalobah,Watford,22,DM,2,5.0,977,4.5,2,12,1.0,England,0,2,18,0,0,England
Mauro Zarate,Watford,30,SS,1,2.0,473,5.5,0,8,3.0,Argentina,0,4,18,0,0,America
Costel Pantilimon,Watford,30,GK,4,3.0,268,4.5,0,2,2.0,Romania,0,4,18,0,0,Europe
Kiko Femenia,Watford,26,RB,3,4.0,74,4.5,0,0,2.0,Spain,1,3,18,0,0,Europe
Steven Berghuis,Watford,25,RW,1,5.5,164,5.0,0,0,2.0,Netherlands,0,3,18,0,0,Europe
Will Hughes,Watford,22,CM,2,8.0,258,5.0,0,0,1.0,England,1,2,18,0,0,England
Gareth McAuley,West+Brom,37,CB,3,1.0,458,5.0,11,131,2.0,Northern Ireland,0,6,19,0,0,Europe
Salomon Rondon,West+Brom,27,CF,1,15.0,502,6.5,2,118,3.0,Venezuela,0,3,19,0,0,America
Matt Phillips,West+Brom,26,RW,1,9.0,454,6.0,5,115,2.0,Scotland,0,3,19,0,1,Europe
Ben Foster,West+Brom,34,GK,4,4.0,484,4.5,20,113,1.0,England,0,6,19,0,0,England
Nacer Chadli,West+Brom,27,LW,1,15.0,570,6.0,2,110,2.0,Belgium,0,3,19,0,1,Europe
Craig Dawson,West+Brom,27,RB,3,6.0,215,5.0,6,102,1.0,England,0,3,19,0,0,England
Chris Brunt,West+Brom,32,LM,2,4.0,242,5.5,0,99,2.0,Northern Ireland,0,5,19,0,0,Europe
James Morrison,West+Brom,31,CM,2,5.0,238,5.5,0,84,2.0,Scotland,0,4,19,0,0,Europe
Jonny Evans,West+Brom,29,CB,3,7.0,375,5.0,1,79,2.0,Northern Ireland,0,4,19,0,0,Europe
Jake Livermore,West+Brom,27,DM,2,7.0,564,5.0,0,77,1.0,England,0,3,19,0,0,England
Allan Nyom,West+Brom,29,RB,3,4.5,236,5.0,0,74,4.0,Cameroon,0,4,19,0,1,Other
Jay Rodriguez,West+Brom,27,CF,1,10.0,472,6.0,2,73,1.0,England,0,3,19,0,0,England
Claudio Yacob,West+Brom,30,DM,2,4.0,165,4.5,0,54,3.0,Argentina,0,4,19,0,0,America
James McClean,West+Brom,28,LW,1,3.0,454,5.0,0,52,2.0,Ireland,0,4,19,0,0,Europe
Hal Robson-Kanu,West+Brom,28,LW,1,2.5,766,5.0,0,52,2.0,Wales,0,4,19,0,1,Europe
Jonathan Leko,West+Brom,18,RW,1,1.5,169,4.5,0,12,1.0,England,0,1,19,0,0,England
Sam Field,West+Brom,19,CM,2,0.25,15,4.5,0,9,1.0,England,0,1,19,0,0,England
Boaz Myhill,West+Brom,34,GK,4,1.5,100,4.0,5,0,2.0,Wales,0,6,19,0,0,Europe
Ahmed Hegazy,West+Brom,26,CB,3,1.0,82,4.5,1,0,4.0,Egypt,1,3,19,0,0,Other
Robert Snodgrass,West+Ham,29,RW,1,8.0,1210,6.0,6,133,2.0,Scotland,0,4,20,0,0,Europe
Manuel Lanzini,West+Ham,24,AM,1,15.0,493,7.0,7,133,3.0,Argentina,0,2,20,0,0,America
Michail Antonio,West+Ham,27,RW,1,18.0,1142,7.5,0,132,1.0,England,0,3,20,0,0,England
Winston Reid,West+Ham,29,CB,3,10.0,338,5.0,0,102,4.0,New Zealand,0,4,20,0,0,Other
Jose Fonte,West+Ham,33,CB,3,7.0,867,5.0,2,98,2.0,Portugal,0,5,20,0,1,Europe
Andre Ayew,West+Ham,27,LW,1,18.0,845,7.0,3,89,4.0,Ghana,0,3,20,0,1,Other
Cheikhou Kouyate,West+Ham,27,DM,2,12.0,284,5.0,0,79,4.0,Senegal,0,3,20,0,0,Other
Mark Noble,West+Ham,30,CM,2,7.0,425,5.5,0,71,1.0,England,0,4,20,0,0,England
Darren Randolph,West+Ham,30,GK,4,2.5,459,4.5,0,69,2.0,Ireland,0,4,20,0,0,Europe
James Collins,West+Ham,33,CB,3,2.0,187,4.5,0,69,2.0,Wales,0,5,20,0,0,Europe
Andy Carroll,West+Ham,28,CF,1,10.0,1212,6.0,0,69,1.0,England,0,4,20,0,0,England
Adrian,West+Ham,30,GK,4,8.0,266,4.5,0,64,2.0,Spain,0,4,20,0,0,Europe
Aaron Cresswell,West+Ham,27,LB,3,12.0,380,5.0,1,60,1.0,England,0,3,20,0,0,England
Pedro Obiang,West+Ham,25,CM,2,9.0,286,4.5,0,55,2.0,Spain,0,3,20,0,0,Europe
Sofiane Feghouli,West+Ham,27,RW,1,12.0,394,5.5,0,55,4.0,Algeria,0,3,20,0,1,Other
Angelo Ogbonna,West+Ham,29,CB,3,9.0,247,4.5,1,45,2.0,Italy,0,4,20,0,0,Europe
Pablo Zabaleta,West+Ham,32,RB,3,7.0,698,5.0,2,45,3.0,Argentina,0,5,20,0,0,America
Edimilson Fernandes,West+Ham,21,CM,2,5.0,288,4.5,0,38,2.0,Switzerland,0,1,20,0,1,Europe
Arthur Masuaku,West+Ham,23,LB,3,7.0,199,4.5,0,34,4.0,Congo DR,0,2,20,0,1,Other
Sam Byram,West+Ham,23,RB,3,4.5,198,4.5,0,29,1.0,England,0,2,20,0,0,England
Ashley Fletcher,West+Ham,21,CF,1,1.0,412,4.5,5,16,1.0,England,0,1,20,0,1,England
Diafra Sakho,West+Ham,27,CF,1,10.0,214,5.5,0,12,4.0,Senegal,0,3,20,0,0,Other
